"dataid";"localminute";"use";"air1";"air2";"air3";"airwindowunit1";"aquarium1";"bathroom1";"bathroom2";"bedroom1";"bedroom2";"bedroom3";"bedroom4";"bedroom5";"car1";"clotheswasher1";"clotheswasher_dryg1";"diningroom1";"diningroom2";"dishwasher1";"disposal1";"drye1";"dryg1";"freezer1";"furnace1";"furnace2";"garage1";"garage2";"gen";"grid";"heater1";"housefan1";"icemaker1";"jacuzzi1";"kitchen1";"kitchen2";"kitchenapp1";"kitchenapp2";"lights_plugs1";"lights_plugs2";"lights_plugs3";"lights_plugs4";"lights_plugs5";"lights_plugs6";"livingroom1";"livingroom2";"microwave1";"office1";"outsidelights_plugs1";"outsidelights_plugs2";"oven1";"oven2";"pool1";"pool2";"poollight1";"poolpump1";"pump1";"range1";"refrigerator1";"refrigerator2";"security1";"shed1";"sprinkler1";"unknown1";"unknown2";"unknown3";"unknown4";"utilityroom1";"venthood1";"waterheater1";"waterheater2";"winecooler1"
9803;"2013-12-12 18:55:00-06";0.380;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.380;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 18:56:00-06";0.332;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.332;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:53:00-06";0.304;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.304;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:54:00-06";0.300;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.300;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 18:57:00-06";4.456;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;4.456;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;2.072;;
9803;"2013-12-12 20:55:00-06";0.298;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.298;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 18:58:00-06";6.461;0.003;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;6.461;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;3.078;;
9803;"2013-12-12 18:59:00-06";6.457;0.003;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;6.457;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;3.075;;
9803;"2013-12-12 19:00:00-06";6.478;0.003;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;6.478;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;3.080;;
9803;"2013-12-12 19:01:00-06";5.683;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;5.683;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;2.686;;
9803;"2013-12-12 19:02:00-06";0.316;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.316;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:03:00-06";0.290;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.290;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:04:00-06";0.293;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.293;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:05:00-06";0.326;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.326;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:06:00-06";0.269;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.269;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:07:00-06";0.295;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.295;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:08:00-06";0.333;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.333;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:09:00-06";0.339;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.339;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:10:00-06";0.360;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.360;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:11:00-06";0.352;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.352;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:12:00-06";0.346;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.346;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:13:00-06";0.264;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.264;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:14:00-06";0.245;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.245;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:15:00-06";0.252;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.252;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:16:00-06";0.266;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.266;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:17:00-06";0.252;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.252;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:18:00-06";0.249;0;;;;;;;;;;;;;;;;;0;;;;;0.015;;;;;0.249;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:19:00-06";0.253;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.253;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:20:00-06";0.256;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.256;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:21:00-06";0.252;0;;;;;;;;;;;;;;;;;0;;;;;0.016;;;;;0.252;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:22:00-06";1.236;0.894;;;;;;;;;;;;;;;;;0;;;;;0.064;;;;;1.236;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:23:00-06";1.518;1.146;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.518;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:24:00-06";1.497;1.176;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.497;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:25:00-06";1.495;1.193;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.495;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:56:00-06";0.304;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.304;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:26:00-06";1.508;1.212;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.508;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:27:00-06";1.538;1.224;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.538;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:57:00-06";0.304;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.304;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:28:00-06";1.527;1.229;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.527;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:29:00-06";1.542;1.235;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.542;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:30:00-06";1.544;1.240;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.544;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:31:00-06";1.549;1.245;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.549;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:32:00-06";1.549;1.247;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.549;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:33:00-06";1.552;1.251;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.552;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:34:00-06";1.555;1.252;;;;;;;;;;;;;;;;;0;;;;;0.080;;;;;1.555;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:35:00-06";1.586;1.253;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.586;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:36:00-06";1.566;1.258;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.566;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:37:00-06";1.565;1.260;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.565;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:58:00-06";0.309;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.309;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:38:00-06";1.564;1.262;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.564;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:39:00-06";1.563;1.261;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.563;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 19:40:00-06";1.609;1.263;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.609;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.046;;;;;;;;;;;0;;
9803;"2013-12-12 19:41:00-06";1.695;1.267;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.695;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.121;;;;;;;;;;;0;;
9803;"2013-12-12 19:42:00-06";1.698;1.270;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.698;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.111;;;;;;;;;;;0;;
9803;"2013-12-12 19:43:00-06";1.685;1.269;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.685;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.110;;;;;;;;;;;0;;
9803;"2013-12-12 19:44:00-06";1.691;1.270;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.691;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.109;;;;;;;;;;;0;;
9803;"2013-12-12 19:45:00-06";1.681;1.270;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.681;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.108;;;;;;;;;;;0;;
9803;"2013-12-12 19:46:00-06";1.672;1.270;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.672;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.107;;;;;;;;;;;0;;
9803;"2013-12-12 19:47:00-06";0.854;0.447;;;;;;;;;;;;;;;;;0;;;;;0.075;;;;;0.854;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.106;;;;;;;;;;;0;;
9803;"2013-12-12 19:48:00-06";0.401;0;;;;;;;;;;;;;;;;;0;;;;;0.064;;;;;0.401;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.105;;;;;;;;;;;0;;
9803;"2013-12-12 19:49:00-06";0.342;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.342;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.105;;;;;;;;;;;0;;
9803;"2013-12-12 19:50:00-06";0.338;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.338;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.104;;;;;;;;;;;0;;
9803;"2013-12-12 19:51:00-06";0.343;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.343;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.103;;;;;;;;;;;0;;
9803;"2013-12-12 19:52:00-06";0.342;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.342;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.103;;;;;;;;;;;0;;
9803;"2013-12-12 19:53:00-06";0.343;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.343;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.102;;;;;;;;;;;0;;
9803;"2013-12-12 19:54:00-06";0.346;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.346;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.102;;;;;;;;;;;0;;
9803;"2013-12-12 19:55:00-06";0.344;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.344;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.101;;;;;;;;;;;0;;
9803;"2013-12-12 19:56:00-06";0.344;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.344;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.101;;;;;;;;;;;0;;
9803;"2013-12-12 19:57:00-06";0.340;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.340;;;;;;;0.006;0;;;;;;;;;;;;;;;;;;;;0;0.100;;;;;;;;;;;0;;
9803;"2013-12-12 19:58:00-06";0.365;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.365;;;;;;;0.004;0;;;;;;;;;;;;;;;;;;;;0;0.100;;;;;;;;;;;0;;
9803;"2013-12-12 19:59:00-06";0.350;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.350;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.100;;;;;;;;;;;0;;
9803;"2013-12-12 20:59:00-06";0.309;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.309;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:00:00-06";0.300;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.300;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:00:00-06";2.064;0.866;;;;;;;;;;;;;;;;;0;;;;;0.878;;;;;2.064;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.099;;;;;;;;;;;0;;
9803;"2013-12-12 20:01:00-06";1.494;1.090;;;;;;;;;;;;;;;;;0;;;;;0.077;;;;;1.494;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.099;;;;;;;;;;;0;;
9803;"2013-12-12 21:01:00-06";0.305;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.305;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:02:00-06";1.561;1.156;;;;;;;;;;;;;;;;;0;;;;;0.078;;;;;1.561;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.099;;;;;;;;;;;0;;
9803;"2013-12-12 20:03:00-06";1.581;1.180;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.581;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.098;;;;;;;;;;;0;;
9803;"2013-12-12 20:04:00-06";1.603;1.200;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.603;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.098;;;;;;;;;;;0;;
9803;"2013-12-12 20:05:00-06";1.679;1.219;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.679;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.098;;;;;;;;;;;0;;
9803;"2013-12-12 20:06:00-06";1.660;1.237;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.660;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.098;;;;;;;;;;;0;;
9803;"2013-12-12 21:02:00-06";0.300;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.300;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:03:00-06";0.295;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.295;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:04:00-06";0.294;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.294;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:05:00-06";0.302;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.302;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:07:00-06";1.654;1.249;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.654;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.097;;;;;;;;;;;0;;
9803;"2013-12-12 20:08:00-06";1.665;1.260;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.665;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.097;;;;;;;;;;;0;;
9803;"2013-12-12 20:09:00-06";1.674;1.270;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.674;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.097;;;;;;;;;;;0;;
9803;"2013-12-12 20:10:00-06";1.673;1.274;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.673;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.097;;;;;;;;;;;0;;
9803;"2013-12-12 20:11:00-06";1.672;1.276;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.672;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 20:12:00-06";1.676;1.282;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.676;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 20:13:00-06";1.682;1.283;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.682;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 20:14:00-06";1.680;1.284;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.680;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 21:06:00-06";0.297;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.297;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:15:00-06";1.688;1.289;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.688;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 21:07:00-06";0.314;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.314;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:08:00-06";0.313;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.313;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 21:09:00-06";0.308;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.308;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:16:00-06";1.689;1.290;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.689;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.096;;;;;;;;;;;0;;
9803;"2013-12-12 20:17:00-06";1.691;1.292;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.691;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 20:18:00-06";1.687;1.293;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.687;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 20:19:00-06";1.693;1.294;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.693;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 20:20:00-06";1.695;1.295;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.695;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 20:21:00-06";1.693;1.293;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.693;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 20:22:00-06";1.694;1.294;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.694;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
9803;"2013-12-12 21:10:00-06";0.303;0;;;;;;;;;;;;;;;;;0;;;;;0.009;;;;;0.303;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;0;;
9803;"2013-12-12 20:23:00-06";1.682;1.298;;;;;;;;;;;;;;;;;0;;;;;0.079;;;;;1.682;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;0;0.095;;;;;;;;;;;0;;
