dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
6423,yes,Single-Family Home,"",yes,yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2011-02-01,"",2008,1544,1096,448,0,,,yes, ,yes, , , ,,"","",2012-04-11 18:59:43-05,2013-05-10 16:29:09-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,2
6836,yes,Single-Family Home,"",yes,yes,yes,"",CCET - Pricing Trial,"",Austin,Texas,yes,2011-02-01,"",2008,1217,1217,0,0,,,yes,yes,yes,yes,yes,yes,,2015-03-27 13:48:02-05,2015-03-27 14:59:02-05,2012-04-11 18:39:26-05,2013-05-10 16:29:58-05,"","","","",2014-03-26 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"",yes,"","","","",yes,yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",2,2
1953,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1948,1512,1512,0,0,0,0, ,yes,yes,yes,yes, ,1,"","","","","","","","",2012-10-11 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","",yes,"","","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","",yes,"","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
8236,yes,Single-Family Home,"",yes,yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-02-01,"",2008,1994,1001,993,0,,,yes, ,yes, ,yes, ,,"","",2012-04-11 18:58:45-05,2013-05-10 16:29:41-05,"","","","",2012-11-17 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","",yes,"","","",yes,"",yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,yes,yes,"","","","","","",yes,yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",,2
990,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,0
2749,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",,,,,,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
2787,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,"",2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-02-21 18:00:00-06,2015-05-31 02:45:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"",yes,yes,"","","","","","","","","","","","","","","","","","","","","","",yes,"",yes,"","","",,0
9121,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-02-01,"",2007,1981,788,1193,0,,,yes, ,yes, , , ,,"","",2012-04-12 17:18:47-05,2013-05-10 16:25:56-05,"","","","",2012-09-17 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",,2
9237,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-02-01,"",2008,1720,1720,0,0,,,yes, , , , , ,,"","",2012-04-11 18:59:45-05,2013-05-10 16:28:06-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
583,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,2012-09-01,1952,1091,1091,0,0,0,0, , ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
2004,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-03-19,"",1970,1974,1974,0,0,0,0, , , , , , ,,"","",2012-04-11 18:10:00-05,2013-05-10 01:56:27-05,"","","","",2013-02-21 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","",yes,"","",yes,"","","","","","","",yes,"","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
2156,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-03-19,"",1983,1743,1743,0,0,0,0, ,yes, ,yes,yes, ,1,"","","","","","","","",2012-10-31 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","",yes,"","","","","",yes,yes,"","","","",yes,"","",yes,"","",,2
2199,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,yes,2011-03-19,"",2002,1382,1382,0,0,0,0, , ,yes, , , ,1,"","","","","","","","",2012-05-15 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,yes,"","","","","","","","","","",yes,"","",yes,"","","",yes,yes,"","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
5077,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-04-21,2012-01-01,1980,1480,1480,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
2378,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1947,1652,1652,0,0,0,0, , , , ,yes,yes,1,"","",2013-01-28 16:48:49-06,2013-05-09 22:32:37-05,"","","","",2013-04-26 19:00:00-05,2015-05-31 02:48:00-05,yes,"","","","","","","","","","","","","",yes,"","","","","","","",yes,"",yes,"","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",2,2
2953,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1957,1482,1482,0,0,0,0, ,yes,yes,yes,yes,yes,1,"","","","","","","","",2013-02-15 18:00:00-06,2015-05-31 02:52:00-05,yes,"","","","","","","","","","","","",yes,"",yes,"","","",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",2,2
3531,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1954,1176,1176,0,0,0,0, , , , , ,yes,1,"","","","","","","","",2013-02-27 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","","","","",yes,"",yes,"","","","",yes,"","","","","","","","","","","","","","",yes,"","",yes,yes,"","","","","","","","","","","","","",yes,"","","","","",2,2
5035,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","",2014-08-19 00:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,0
5968,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6180,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7809,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8188,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-03-19,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-02-14 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,0
7335,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",2006,2441,1593,0,0,0,848, , ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
5806,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",2006,1912,914,998,0,0,0, , ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7788,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-03-19,"",2008,1434,717,717,0,0,0, , ,yes, , , ,2,"","","","","","","","",2013-10-24 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
8092,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-03-19,"",2006,1828,906,922,0,0,0, , ,yes, , ,yes,,"","","","","","","","",2013-02-23 18:00:00-06,2015-05-29 20:59:00-05,yes,"","","","","","","","","","","","",yes,yes,"","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","",yes,"","",yes,"","","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",1,2
8332,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1954,1296,1296,0,0,0,0, , ,yes, , , ,,"","",2012-04-11 16:05:07-05,2013-05-03 11:53:18-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
9343,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-03-19,"",1958,1800,1800,0,0,0,0, ,yes,yes,yes, , ,,"","","","","","","","",2013-02-22 00:00:00-06,2015-05-31 03:59:00-05,yes,"","",yes,"","","","","","","","","",yes,"",yes,"","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,2
9699,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1957,978,978,0,0,0,0, , ,yes, ,yes,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,2
3570,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-22,"",1938,1065,1065,0,0,0,0, , , ,yes, , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7454,"",Single-Family Home,"","","","","","","",Austin,Texas,"",2011-04-06,2013-01-14,2007,1422,1422,0,0,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
9631,yes,Single-Family Home,"","",yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-06-03,"",2008,1544,,,,,, , ,yes, , , ,,"","",2012-04-11 18:59:59-05,2013-05-10 16:29:42-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 02:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,2
8142,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2011-03-19,"",1993,3089,1524,1355,0,0,210, , ,yes,yes,yes,yes,,"","","","","","","","",2013-04-23 19:00:00-05,2015-05-26 03:59:00-05,yes,yes,"","","","","","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,"","","",yes,yes,"","","",yes,yes,"",yes,yes,yes,"","","","","","","",yes,yes,"","",yes,"","","","","","",yes,"","","","",yes,"","","","","",1,3
8626,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2011-06-03,"",2011,3959,1773,2186,0,0,0, , ,yes,yes,yes,yes,,"","",2012-04-11 18:25:09-05,2013-05-10 16:28:26-05,"","","","",2012-05-15 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",2,3
3026,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-05-06,2013-12-17,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,4
285,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2012-03-26,2014-02-01,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4357,yes,Single-Family Home,"","",yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-07-27,"",2008,1069,,,,,, , ,yes, , , ,,"","",2012-04-11 18:59:45-05,2013-05-10 16:29:24-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,2
5439,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,yes,2011-08-30,"",2008,1544,,,,,, , ,yes,yes,yes,yes,,"","",2012-04-11 18:59:50-05,2013-05-10 16:29:53-05,"","","","",2012-05-02 19:00:00-05,2015-05-31 03:59:00-05,"","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",1,2
3256,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-03-16,1959,1276,1276,0,0,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
6493,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-03-31,1955,1492,1492,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7683,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-05-10,1955,1088,1088,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
3724,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-08-31,1984,1015,1015,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7488,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-10-25,1950,1260,1260,0,0,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
8719,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-10-25,1950,1235,1235,0,0,,,yes, , ,yes, , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
9930,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2013-03-21,1996,1649,1649,0,0,,,yes, ,yes,yes, , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
9923,"",Single-Family Home,"",yes,yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-09-01,2013-07-01,1958,1709,1709,0,0,,,yes, ,yes, , , ,,"","","","","","","","",2012-08-30 01:00:00-05,2013-07-01 00:00:00-05,yes,"","","",yes,"","",yes,"","","","","","",yes,"","",yes,"","",yes,"",yes,"",yes,"","",yes,"","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","",yes,"","","","",yes,yes,"","","","",,2
4251,"",Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,2013-08-19,1973,1830,1830,0,0,,,yes, ,yes,yes, , ,,"","",2013-07-30 02:29:15-05,2013-08-10 11:08:46-05,2013-07-30 02:29:34-05,2013-08-10 11:08:46-05,"","",2012-10-19 01:00:00-05,2013-08-10 00:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"",yes,yes,"","","","","","","","","",yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",,2
9927,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-06-15,1951,5196,3184,2012,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,3
3834,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,2012-11-26,1959,3179,3179,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,3
103,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1951,1785,1245,540,0,,, , ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
748,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1980,1616,1616,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
2149,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1965,3796,1739,2057,0,,, , ,yes,yes, ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,3
3342,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1958,3048,3048,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,3
5412,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2012-08-10,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4154,yes,Single-Family Home,"",yes,yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-09-01,"",1962,1076,1076,0,0,,,yes,yes,yes, , , ,0,"","","","","","","","",2012-08-23 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","","","","","","","",yes,"","",yes,"","","",yes,yes,"","","","",yes,"","","","","","","","","",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",,2
5292,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1966,1959,1959,0,0,,,yes, , , , , ,0,"","",2012-04-13 13:06:42-05,2013-04-04 23:46:45-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
5371,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1941,937,937,0,0,,,yes, ,yes,yes,yes,yes,1,2014-10-06 16:58:46-05,2015-05-31 02:59:02-05,2013-09-13 08:18:43-05,2013-10-31 02:24:56-05,2012-04-12 18:00:00-05,2015-05-30 23:59:27.005495-05,"","",2012-12-01 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","",yes,"","","","","","","","",yes,"",yes,"","",yes,"","","","","","","","",yes,yes,"","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",2,2
5746,yes,Single-Family Home,"",yes,yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-09-01,"",1950,1768,1768,0,0,,, ,yes,yes,yes,yes, ,,"","","","","","","","",2012-09-06 19:00:00-05,2015-05-31 03:59:00-05,yes,"","",yes,"","","",yes,yes,"","","","",yes,"","","",yes,"",yes,yes,"",yes,"","","","",yes,"","","","","","",yes,yes,yes,yes,yes,yes,"","",yes,"",yes,yes,"","","","","","","","",yes,yes,yes,"","","",yes,"","","","","",,2
